WORD,AFFIX,NOUN_CLASS,DESCRIPTION,POS,PAGE-COLUMN,FULL_ENTRY
akayunguruzo,utu-,12|13,tamis; crible.,n.,P565-C1,"akayunguruzo, utu-, 12)13, (cfr -yunguruz-), tamis; crible, van,"
kuyunguruzwa,-jwe,,être tamisé à laide de. Recevoir ordre de tamiser.,v.,P565-C1,"kuyunguruzwa, -jwe, (cfr -yunguruz-), être tamisé à laide de. Recevoir ordre de tamiser."
kuyûnguvya,-bije,,"manger gloutonnement, bâfrer",v.,P565-C1,"kuyûnguvya, -bije, (-yûngub--), manger gloutonnement, bâfrer. Var. kuyôngovya. V. kuyûngubiza."
ikiyûnguyûngu,ibi-,7|8,région lombaire,n.,P565-C2,"ikiyûnguyûngu, ibi-, 7|8, région lombaire."
igisámayûngwe,ibi-,,ogre,n.,P565-C2,"igisámayûngwe, ibi-, sám- happer, -yûngdisparaître), ogre. Syn. igisamamajenje, samáyumba, igisîzimwé. Sēbukwé aca yīhindura mu gisámayûngwe, son beau-père se changea aussitôt en ogre."
akayûngwé,utu,1213,branle-bas,n.,P565-C2,"akayûngwé, utu, 1213, (cfr -yûng-), (poét.), branle-bas."
umuyûnzi,aba-,1|2,usurier,n.,P565-C2,"umuyûnzi, aba-, 1|2, (cfr -yûng-), usurier."
akayunzuguru,utu-,12,mioche,n.,P565-C2,"akayunzuguru, utu- 12, (cfr -yunzuguru 14), mioche."
ubuyunzuguru,,14,groupe de gamins chétifs,n.,P565-C2,"ubuyunzuguru, 14, (cfr -yunzuguru 12), groupe de gamins chétifs."
uruyúrwe,,11,assemblée d'ivrognes,n.,P565-C2,"uruyúrwe, 11, assemblée d'ivrognes. Syn. uruvăyavāye."
kuyûvya,-yûbije,,faire jouer un enfant.,v.,P565-C2,"kuyûvya, -yûbije, (cfr -yûb-), faire jouer un enfant. Par euphémisme: administrer un lavement à un enfant. Syn. kwina."
uruyúzí,inzúzi,11,plant de courge.,n.,P565-C2,"uruyúzí, inzúzi, 11(i0, plant de courge. Graine de courge. V. Kugenza umutwé nkKuruyúzi, marcher sans but précis, errer (comme la courge dont les tiges vont de tous côtés.) Gutêra inzúzi, donner une consultation (devin). — Les graines de courges et de pastèques servaient au devin pour dévoiler les choses cachées. D'après leur disposition sur le van où il les jetait, il pouvait donner la solution aux problèmes de ses consultants. Cfr -tsīta 12."
umūza,,3,maladie des bananiers.,n.,P566-C1,"umūza, 3, (cfr -za 7), maladie des bananiers prétendument provoquée par un python."
amāza,,6,"venue, arrivée.",n.,P566-C1,"amāza, 6, (cfr -za), venue, arrivée, Urúûja n'amāza, le va-et-vient. Amāza mēzá ya Rumonge, Pheureuse arrivée du chef Rumonge."
ikīza,ibi-,718,"épidémie, malheur, désastre, fléau, calamité.",n.,P566-C1,"ikīza, ibi-, 718, (cfr -za), épidémie, malheur, désastre, fléau, calamité. Terreur. Mureke kiza kibí !, laissez-le donc ce poison! Prov. 806-807."
akārūza,,12,"éminent, sans égal, inégalé.",adj.,P566-C1,"akārūza, 12, (cfr -za 11), éminent, sans égal, inégalé. Spécialiste. Ubu ntídukiná turi akārūza, nous sommes devenus de première force au jeu."
kūza,-je,,verbe défectif.,v.,P566-C1,"kūza, - je, verbe défectif. Var. -jye. V. MEEUSSEN 644, RODEGEM 3.3.3. venir. Iyô mbá wé sínari kūza, à sa place, je ne serais pas venu. Ntaco umpamágara ndāje, inutile de je viens. Nūzé tugendé burakêye, viens, partons, le jour est levé. Abíwăbo barāza kubáza umukwé ivyo arí vyo, ses beaux-parents vinrent demander à leur gendre ce qwil en était. Mu kūza i bwămi, pour se rendre à la cour royale. Oya ntiwîgere ùza, non, tu ne dois venir en aucun cas. Kó utājé? comment se fait-il que tu ne sois pas venu? Kuvanga ou kuvúga ibitája ntibîze, user de faux-fuyants. Yagiye mw-itāba gucûra inká ntárāza, il est allé sur le plateau rentrer les vaches mais il n'est pas encore revenu. Ngăha barí mu gutégūra vyōse, hāza agakěcuru, voilà que pendant quw'ils étaient en train de tout préparer, il vint une petite vieille. Hānyuma ngo nyina azé ntáco yamubwira, ensuite, lorsque vint sa mère, elle ne lui dit rien. Umwâka uzá, année prochaine. Indwi izá kūza, la semaine prochaine. KKKu-ndwi izôzá, la semaine prochaine. Kūza síngishika, venir en hâte. Ndamūzanye atágirá ikizôzá mu-nnnyuma, jai épousé une fille unique et solitaire: personne ne viendra lui rendre visite. Kwânka rwōse refuser avec la dernière énergie. Loc. cfr -ûma, marimari. Nzōza síko kūza, (loc. prov.), ce west pas parce qu'il a dit «je viendrai» qu'en fait il viendra. Les promesses ne sont pas toujours suivies de réalisation. Il ne faut pas toujours croire tout le monde; on reste incrédule aussi longtemps gu’on n’a pas touché du doigt. || Kāze, bienvenue !, formule dď’accueil. V. -sangw-. || En complexe verbal, ce verbe régit cinq modes : l'indicatif, le conjonctif, linfinitif, le subjonctif et le subsécutif. I) exprime diverses nuances circonstancielles. Azé aranywá amâzi, il devra boire de leau. Abarŭndi nikó kūza kumúfata bamugira umwămi, arîtwa Ntáre Rushatsi kukó yarí yarahîmbiye, c'est pourquoi les Rundi viennent le prendre et le font roi; il s'appelle Ntare le Chevelu parce que ses cheveux avaient poussé très longs. Bashiráyo amacúmu ngo ní yazá kwôga yâ macúmu amwice, ils y fichent des lances (dans la rivière), de telle façon que si le roi vient nager, il soit tué par ces lances. Umùûsi umwé umwămi akāza agasaba nyā mukcbwa nawé akaaamúbenga, or, un jour, un roi vint demander la main de cette jeune fille, mais celle-ci la lui refusa. Nzé ngendé kurāba, je vais aller voir. Ngaāahó măwe urāje kuvyimbura, ainsi donc, tu viens aussi engranger, ma chère! Prov. 153, 166, 159, 192, 194, 272, 288, 295, 315, 442, 448, 452, 526, 580, 604, 771, 806, 863, 988, 1056, 1389, 1398, 1550, 1554, 1563, 15821583, 1601, 1729, 2071, 2073, 2552, 2734, 2737, 3022, 3401, 3437-3438, 3593, 3876, 3882-3893, 3897, 3937."
kuzá,-jé,,"forme aberrante de kūza (za), est surtout employée comme auxiliaire. Elle peut servir à exprimer un futur rapproché.",v.,P566-C2,"kuzá, -jé, (-jyé), forme aberrante de kūza (za), est surtout employée comme auxiliaire. Elle peut servir à exprimer un futur rapproché. Aza kugaruka, il reviendra (aujourdďhui). Urabarira abíwănyu bazé kurondera inzòga z'ugutégūra, va dire aux membres de ta famille de préparer de la bière pour la purification. Uraza wākîÎre vy bindí ku mugórōba, tu pourras venir prendre ce satr ce dont nous avons parlé. Indwi izá kūza, la semaine prochaine. Kuzá urahonda, écraser à plusieurs reprises, pilonner. Prov. 2900."
intégabízōzá,-tég--tégany-,,prévoir; économie.,n.,P566-C2,"intégabízōzá, (-tég--tégany- prévoir, -za ce qui va venir), prévoyance; économie. Ingázi y'intébabízōzá, échelle de secours. Umutíma w'întégabízōzá, un caractère prévoyant. Kubîka intégabízōzá, parer à toute éventualité; économiser. Gushîngura ivyímburwa vy'întégabízōzá, stocker des vivres."
cagatíròndāje,"-cá-cí-, -tíro",9|10,surnom poétique de la vipère.,n.,P566-C2,"cagatíròndāje, 9aj10a, (-cá-cí-, -tíro 12 somme, faire un petit somme, -za venir), surnom poétique de la vipère. Syn. imamba. (adj.), beau, bon. Umukōbwa mwizá, une belle jeune fille. Favorable. Ahantu hēzá, un bon endroit. Aratôra ahantu hēzá il choisit un endroit propice à léleusine. Inká nzīzá nzīzá, de très belles vaches. — Désigne les choses pures avec lesquelles on peut entrer en contact. Prov. 3033, 3128, 3153, 3346, 3412, 3758, 3904. Ant. -bí."
Cīzá,ki-,,Le beau.,n.,P566-C2,"Cīzá, la, (préf. patr. ki-), (cfr -zá adj.) Le beau. Nom obligé, ď’après la coutume, ď'un puîné de jumeaux. V. Bukùru, Butôyí."
vyizá,-zá,,bien.,adj.,P566-C2,"vyizá, (cfr -zá adj.), inv., bien. (C'est) bien. Ati ni vyizá cāne, c'est très bien, dit-il. Mieux vaut. Vyizá n'ūkó yōtāhá, mieux vaudrait qwil rentre chez lui,"
kuzāmazāma,-mye,,ployer et se balancer,v.,P567-C2,"kuzāmazāma, -mye, (cfr -zām-), ployer et se balancer (longue perche qu'on porte et qui suit les mouvements de la marche)."
kuzamba,-vye,,"supplier, prier, demander, implorer, postuler",v.,P567-C2,"kuzamba, -vye, supplier, prier, demander, implorer, postuler. Syn. gutakamba. V. -azamba."
inzămba,,9|10,"cor, olifan, corne, trompe",n.,P567-C2,"inzămba, 9|10, (cfr -zamb-), cor, olifan, corne, trompe Kuvúza inzămba, trompetter, jouer de la trompette, sonner du cor. Employé par les danseurs et les guerriers. M.R.A.C. 41.830. Prov. 3402."
akazămba,utu-,12|13,trompette,n.,P567-C2,"akazămba, utu-, 12|13, (cfr -zămba 9), trompette. Kudēdēsha akazămba, sonner de la trompette. x"
kúzambira,-ye,,"intercéder pour qan, supplier au nom ddautrui",v.,P567-C2,"kúzambira, -ye, (cfr -zamb-), applic., intercéder pour qan, supplier au nom ddautrui, Syn. gutakambira, kwazambira. Prov. 3659."
kwîzambira,-ye,,"implorer, supplier avec instances",v.,P567-C2,"kwîzambira, -ye, (cfr -zambir-), implorer, supplier avec instances. Syn. kwitakambira."
amazambo,,6,"recours, refuge auprès un patron",n.,P567-C2,"amazambo, 6, (cfr -zamb-), recours, refuge auprès un patron. Vassalité. Syn. amasabo."
kuzambwa,-bwe,718,"subir les supplications; être prié, écouter les prières",v.,P567-C2,"kuzambwa, -bwe, (cfr -zamb-), subir les supplications; être prié, écouter les prières. Syn. gusabwa. ibi-, 718, (fr.), examen. Yatsînze ikizaāame, íil a réussi son examen."
kuzāmūra,-ye,,"soutenir; redresser, rendre l'équilibre.",v.,P567-C2,"kuzāmūra, -ye, (cfr -zāamūkkk-), soutenir; redresser, rendre léquilibre. || Remettre à flot. Yiroha mu kiyága aramuzāmūra, íl plongea dans le lac et le ramena à la surface."
umuzāmūzi,aba-,1|2,sauveteur.,n.,P567-C2,"umuzāmūzi, aba-, 1|2, (cfr -zāmūr-), sauveteur. Syn. umubogozi."
inzāmūzo,,,,v.,P567-C2,"inzāmūzo, v. -aamūzo. Prov. 1336."
akazāmūzo,utu-,12|13,"cassecroûte, vivres.",n.,P567-C2,"akazāmūzo, utu-, 12|13, (cfr -zāūmūr-), cassecroûte, vivres. Var. akazāmūro. Syn. agahamba. Bagatēkera akazāmūzo, udutára n’ibibírīti, ils emballent alors quelques vivres, des lampes et des allumettes."
ikizăna,,7,famine,n.,P568-C1,"ikizăna, 7, famine. Syn. ikigoyi. Ahăndihó tuba twârapfûye na kizăna, sans cela la famine nous aurait exterminés."
inzăna,,9|10,groupe d'esprits ou de démiurges inférieurs,n.,P568-C1,"inzăna, 9|10, groupe d'esprits ou de démiurges inférieurs. Ibishěgu birasumbana: hari inzăna cânké Nyakcre, mubushěgu butôbutó, les initiés au culte de Kiranga sont hiérarchisés: les degrés inférieurs comprennent les inzăána aussi appelés Nyakěcre q.v."
inzânābá,-abá,,,v.,P568-C1,"inzânābá, v. -ânabá."
inzânāgá,-gá,,,v.,P568-C1,"inzânāgá, v. -ânāgá."
kūzanana,-nye,,"venir ensemble; apporter avec soi, en même temps.",v.,P568-C1,"kūzanana, -nye, (cfr -zan-), venir ensemble; apporter avec soi, en même temps. Aza azánanye n’'ingabo zitarí nké, il vint accompagné de troupes nombreuses. Expr. Kūzanana n'iycnka, venir tous sans exception du plus petit jusqu'au plus grand. Kūzanana igihabábu, être poussé par la passion."
izánàndoré,Vv.,,,,P568-C1,"izánàndoré, Vv. -roré."
umūzanano,abā-,1|2,enfant dun premier lit.,n.,P568-C1,"umūzanano, abā-, 1|2, (cfr -zanan-), tjs en C, enfant dun premier lit. N’umugòre yazánye abâna, umugabo wîwé wa kábiri ntáshobóra kwînjirira abigeme b’'abāzanano, bameze nk’âbâna bîwé kukó yacûye nyina wâbo, et (si) une femme a amené ses enfants (Run premier lit), son second mari ne peut pas entrer chez les filles (mariées du premier lit), elles sont considérées comme ses filles à lui, parce qu'il a épousé leur mère."
irīzanano,,5,alluvion.,n.,P568-C1,"irīzanano, 5, (cfr -zanan-), tjs en C, alluvion. Ivú ry'irīzanano, terre entraînée par l'érosion."
umûnzāné,imi-,,balance,n.,P568-C1,"umûnzāné, imi-, (sw. uzani,. mizani), balance, bascule. KKKugurira ibintu ku mùŭnzāné, acheter au poids."
kuzângabirana,-nye,,faire nuit,v.,P568-C1,"kuzângabirana, -nye, (cfr -zângazânga 12), faire nuit. Syn. guhwibira."
kuzânganya,-nije,,travailler rapidement en équipe,v.,P568-C1,"kuzânganya, -nije, travailler rapidement en équipe: lun sème et Vautre égalise. Dévaster. Inzovu zikazânganya imirima y'abantu, et les éléphants ont dévasté les champs. Kuzânganya umuntu, tromper qqn."
inzangara,-angara,,V.,v.,P568-C1,"inzangara, V. -angara."
kuzanzama,-ye,9,échouer; saffaiblir.,v.,P568-C2,"kuzanzama, -ye, (cfr -zânzá 9), échouer; saffaiblir. Tomber dans la honte, labjection. || Faire faillite. Prov. 494."
kuzanzamuka,-tse,,"se dresser en sursaut, sursauter en criant.",v.,P568-C2,"kuzanzamuka, -tse, (cfr -zanzam-), se dresser en sursaut, sursauter en criant. Syn. kurandamuka."
kuzanzamukira,-ye,,"applic., S'élever contre qqn, rembarrer, reprendre vertement qan, faire de violents reproches.",v.,P568-C2,"kuzanzamukira, -ye, (cfr -zanzamuk-), applic., S'élever contre qqn, rembarrer, reprendre vertement qan, faire de violents reproches. Syn. gukankamira."
kuzanzamura,-ye,,relever.,v.,P568-C2,"kuzanzamura, -ye, (cfr -zanzamuk-), relever. Nāzanzamuye amâso, f'ai levé les yeux."
kuzêduka,,9,abandonner,v.,P569-C2,"kuzêduka, (cfr -zēduka 9), trahir, abandonner."
kuzēdukira,-ye,,surprendre qqn,v.,P569-C2,"kuzēdukira, -ye, (cfr -zêduk-), applic., surprendre qqn. Vyanzēdukiye, vyanshikiye ntábizi, ces malheurs me sont tombés dessus, nront pris à limproviste."
inzėga,-ega,,,v.,P569-C2,"inzėga, v. -ega."
akazege,,12,espèce de fourmi rousse ennemie des termites,n.,P569-C2,"akazege, 12, espèce de fourmi rousse ennemie des termites."
kwîzegemvya,-mbeje,,"être libre, marcher librement sans fardeau.",v.,P569-C2,"kwîzegemvya, -mbeje, être libre, marcher librement sans fardeau. Var. kwîdegemvya."
inzêgo,-êgo,,,n.,P569-C2,"inzêgo, V. -êgo."
umuzėhe,aba-,,"vieux, vieillard.",adj.,P569-C2,"umuzėhe, aba-, (sw.), vieux, vieillard. Syn. umutāma."
izěmbagi,va-et-vient,5,va-et-vient.,n.,P569-C2,"izěmbagi, 5, (cfr -zêmbagir-), va-et-vient. Var. izêmbagirika."
kuzêmbagira,-ye,,"être énervé, être affairé, ne pas tenir en place; courir de tous côtés, se démener.",v.,P569-C2,"kuzêmbagira, -ye, (cfr -zêmb--), être énervé, être affairé, ne pas tenir en place; courir de tous côtés, se démener."
izêmbagirika,,5,"va-et-vient, navette.",n.,P569-C2,"izêmbagirika, 5, (cfr -zêmbagirik-), va-et-vient, navette. Var. izcmbagi."
kuzêmbagirika,-tse,,s'énerver.,v.,P569-C2,"kuzêmbagirika, -tse, (cfr -zêmbagir-), s'énerver, Syn. kuyébagiriká."
umuzêmbagiriko,imi-,3|4,"agitation: allée et venue, voyages continus; navette.",n.,P569-C2,"umuzêmbagiriko, imi-, 3|4, (cfr -zêmbagirik-), agitation: allée et venue, voyages continus; navette. Syn. umuyébagiriko. Umuzêmbagiriko wamakěcti, les lettres, le courrier qui fait retour à lexpéditeur."
inzêngá,,9,verge du taureau,n.,P570-C1,"inzêngá, 9, (cfr -zêng-), verge du taureau. || En loc. Kwîkubita inzêngá, faire une fausse sortie, sen aller, mais revenir aussitôt. V. -zêngé 11|10."
kuzêngana,-nye,11|10,espérer malgré tout,v.,P570-C1,"kuzêngana, -nye, (cfr -zêng-), espérer malgré tout. Se démener avec sa progéniture pour trouver un toit (femme répudiée). || Colporter."
inzêngarûûzi,-Zi,11|10,,v.,P570-C1,"inzêngarûûzi, V. -Zi."
kuzêngazenga,-zêngazenze,,"flâner, aller de côté et d'autre",v.,P570-C1,"kuzêngazenga, -zêngazenze, (cfr -zêng-), flâner, aller de côté et d'autre. Amâso arazêngazenga, il laissait errer son regard. || Bercer un enfant tout en marchant. | Planer."
kuzêngazengana,-nye,,"cajoler, câliner, bercer un enfant en marchant.",v.,P570-C1,"kuzêngazengana, -nye, (cfr -zêngazeng-), cajoler, câliner, bercer un enfant en marchant."
umuzêngé,,3|4,dette.,n.,P570-C1,"umuzêngé, 3|4, (cfr -zêngerer-), (peu usité), dette. Syn. umwênda."
uruzêngé,in-,11|10,"solliciteur, importun, qui harcèle. Gupfá nzêngé, faire la navette pour obtenir.",n.,P570-C1,"uruzêngé, in-, 11|10, (cfr -zêngerer-), solliciteur, importun, qui harcèle. Gupfá nzêngé, faire la navette pour obtenir. V. -zêngá. Prov. 2789, 3998."
kuzêngēra,-reye,,"applic., passer plusieurs fois; tournoyer. || Eprouver des vertiges.",v.,P570-C1,"kuzêngēra, -reye, (cfr -zêng-), applic., passer plusieurs fois; tournoyer. || Eprouver des vertiges."
ikizengēràngoma,-g0oma,,g0oma,v.,P570-C1,"ikizengēràngoma, v. -g0oma."
kuzêngerera,-ye,,parcourir de long en large,v.,P570-C1,"kuzêngerera, -ye, (cfr -zêngēr-), parcourir de long en large. Planer (oiseau, hélicoptère). || Harceler. Poursuivre sans cesse pour obtenir, revenir sans cesse à la charge."
kuzêngereza,-je,,faire tourner,v.,P570-C1,"kuzêngereza, -je, (cfr -zêngerer-), faire tourner. || Provoquer des vertiges."
kuzêngerezwa,-jwe,,éprouver des vertiges,v.,P570-C1,"kuzêngerezwa, -jwe, (cfr -zêngerez-), éprouver des vertiges,"
kwîzenza,-je,,les noms de toutes les écoles,n.,P570-C1,"kwîzenza, -je, (cfr -zêng-), tenter de. Kukwandikira amazína yamashŭle vyó. sínóruha nîzenza ní na měnshi, les noms de toutes les écoles, ça, je ne le pourrais franchement pas, car il y en a bien trop."
umuzênzé,imi-,3|4,olivier sauvage,n.,P570-C1,"umuzênzé, imi-, 3|4, olivier sauvage."
kuzenzēra,pas de perfectif,,"gêner par sa présence, être incapable de soutenir la conversation (timide); rester trop longtemps, s'incruster",v.,P570-C1,"kuzenzēra, pas de perfectif, gêner par sa présence, être incapable de soutenir la conversation (timide); rester trop longtemps, s'incruster. | Répéter sans cesse la même chose, rabâcher."
kuzêra,-ye,,"espérer, escompter, mettre son espoir en",v.,P570-C1,"kuzêra, -ye, espérer, escompter, mettre son espoir en. Ni Rugirá, Ruremá tuzēyėko amarâro n'amaramuko, c'est dans le Créateur que nous avons confiance, c'est lui qui nous donne tout ce dont nous avons besoin. Ivyó baryá n’Îvyó bambára babizēra ku băndi, ils escomptent recevoir d'autrui la nourriture et le vêtement. Ní mwabá mûûzi kó ndahazěye akaziri ni mumbaríre, si jamais vous apprenez que jen retirerai des ennuis, dites-le moi. Prov. 488, 2964."
kwîzeragiza,-je,,"faire semblant d'ignorer le chemin, tourner en rond; faire la sourde oreille.",v.,P570-C2,"kwîzeragiza, -je, (cfr -zéragiz-), faire semblant d'ignorer le chemin, tourner en rond; faire la sourde oreille."
umuzerama,imi-,314,pansu.,n.,P570-C2,"umuzerama, imi-, 314, (péj.), pansu. Syn. umuzeze."
kuzérazera,-ye,,"aller à laventure, tourner en rond, rodailler.",v.,P570-C2,"kuzérazera, -ye, (cfr -zér--), aller à laventure, tourner en rond, rodailler."
kuzêrazēra,-ye,,"avoir recours à, garder de trouver.",v.,P570-C2,"kuzêrazēra, -ye, (cfr -zêr-), avoir recours à, garder de trouver. Ntaho atăzērazēye, yarágīye mu bapfûmu, yarágiye ku baganga, elle est allée partout: elle a eu recours aux guérisseurs, elle s'est adressée aux médecins."
ikizěre,ibi-,718,Emplacement improductif dans un champ.,n.,P570-C2,"ikizěre, ibi- 718, (cfr -zêr-), emplacement improductif dans un champ. Syn. igikebére. || Parcelle que la mère désigne à son enfant pour lui apprendre à cultiver."
kuzérēra,-zérēreye,,Avoir le vertige.,v.,P570-C2,"kuzérēra, -zérēreye ou -zérereye (anomalie du perfectif), errer. Var. kuyérēra. Yarázerereye ku kirimba, il a tourné en rond dans la cour, on ne l’a pas reçu. || Avoir le vertige. Syn. kuzûngurirwa."
kuzérērana,-nye,,Errer ensemble.,v.,P570-C2,"kuzérērana, -nye, (cfr -zérēr-), errer ensemble. Vagabonder dans telles dispositions. Syn. kwangārana, kuyérērana."
nzerėre,,9a|10a,Piroplasmose.,n.,P570-C2,"nzerėre, 9a|10a, (cfr -zérēr-), piroplasmose. Syn. ikibagarira."
Inánzerére,-la,10a,îles flottantes,n.,P570-C2,"Inánzerére, la, (cfr -zérēr-), rôdeuse. || Inánzerére, 10a, îles flottantes."
umûnzerēré,imi-,3N|4N,taupin,n.,P570-C2,"umûnzerēré, imi-, 3N|4N, (cfr -zérēr-), taupin, coléoptère vulg. appelé tape-marteau."
kuzérereza,-je,,"faire courir de tous côtés, surmener",v.,P570-C2,"kuzérereza, -je, (cfr -zéragiz-), faire courir de tous côtés, surmener. Syn. gutúmagiza."
kwîzerereza,-je,,musarder,v.,P570-C2,"kwîzerereza, -je, musarder. || Pratiquer le nomadisme. Syn. kwîÎyenzereza."
inzérerezi,,9|10,vagabond,n.,P570-C2,"inzérerezi, 9|10, (cfr -zérēr-), vagabond. Var. umuyérerezi."
kuzérerezwa,-jwe,,être forcé de courir en divers lieux,v.,P570-C2,"kuzérerezwa, -jwe, (cfr -zérerez-), être forcé de courir en divers lieux. Barazérerezwa i butwăre i bugánwa, i buzûngu ngo bajé kwîtwara, ils sont contraints daller porter plainte chez le sous-chef, chez le chef, chez lEuropéen."
kuzérērwa,-rewe,,"éprouver des étourdissements, des élancements dans la tête; avoir le vertige",v.,P570-C2,"kuzérērwa, -rewe, (cfr -zérëēr-), éprouver des étourdissements, des élancements dans la tête; avoir le vertige. Syn. kuzûngurirwa."
Nzéro,,15a,"lune, lunaison, décembrejanvier",n.,P570-C2,"Nzéro, 15a (préf. 9), lune, lunaison, décembrejanvier.,"
inderabazēzwa,-rer,9|10,école ménagère,n.,P571-C2,"inderabazēzwa, 9l|10, (-rer- éduquer, -zēzwa 2 filles), néol., école ménagère."
kuzêzwa,-jwe,,être celui sur qui Pon compte,v.,P571-C2,"kuzêzwa, -jwe, (cfr -zêz-), être celui sur qui Pon compte. Uturérwa natwó ntâ nakámwe kări bwâgeré kuzêzwa ibikenúrwa, aucun parmi ces petits enfants n'avait de se voir confier des travaux. ."
umuzēzwànzu,,,V. -Zuū,v.,P571-C2,"umuzēzwànzu, V. -Zuū."
umuzi,imi-,,racine,n.,P571-C2,"umuzi, imi-, (cfr -zīk-), racine. Nyā mizi yitwa amabêre ya Karyenda, ces racines s'appellent les mamelles de K. Gukûra umuzi wibuye, décrocher la lune. Utwatse umuzi wibuye, tu demandes là limpossible. Ingéne bamutûma umuzi w'ibuye, on lui demande la lune. Gucîra imizi ikuzimu umuntu, en vouloir à mort à qqn. || Rebord en terre battue autour du foyer. Syn. urubûmbiro. Prov. 572, 2605."
Nyamizi,,1a,appellation du septième enfant,n.,P571-C2,"Nyamizi, 1a, (cfr -zi 34), « la famille est bien enracinée, la pérennité est assurée », appellatif du septième enfant. Syn. Miděnde, Nyandwj, Rwasa. RODEGEM, Africa-Tervuren, XVI-1968-2."
uruzi,,11,quantité,n.,P571-C2,"uruzi, 11, (ton ?, quantité ?), Alysicarpus zeyheri Harv. et SOND."
akazi,utu-,12113,radicelle,n.,P571-C2,"akazi, utu-, 12113, (cfr -zi 3), radicelle."
akazi,utu-,12113,travail rémunéré; corvée,n.,P571-C2,"akazi, utu-, 12113, (sw.), peu usité au pluriel, travail rémunéré; corvée. Syn. -rimo 3. Prov. 273, 275."
umunyakazi,aba-,1|2,"ouvrier, travailleur, journalier, mercenaire",n.,P571-C2,"umunyakazi, aba-, 1|2, (cfr -zi 12), ouvrier, travailleur, journalier, mercenaire. Syn. umukózi, umucangero. Sìnzôjá kwandikwa n’'Umuhùûtu yomvyârira umunyakazi, je ne veux pas épouser un Rutu, mon fils ne serait qwun ouvrier."
ubuzi,,14,fil bobine de fil,n.,P571-C2,"ubuzi, 14, fil bobine de fil. Syn. urunyúzi, umusurúsuru."
nànzi,(inv.),,"particule: quoique, même si",part.,P571-C2,"nànzi, (inv.), (cfr -zi savoir), particule: quoique, même si. Syn. nâhó. Nànzi nâhó nakágendeye, ntaho narí bwâboné quoique faie beaucoup voyagé, je wai vu nulle part daussi belles fêtes. Ntiyatīnye kwînjira mu-nzu nànzi ngo ni habi, il wa pas eu peur d'entrer dans cette maison malgré son aspect. I| Idéophone exprimant lexcellence. Syn. pe! Emwe, nànzi oh! quels élégants ! Arîtonda nànzi, oh? qwil est prudent ! Ni mwizá nànzi!, Dieu! qwelle est belle! Nanzi (avec allongement emphatique). Arîtonda nanzi, il est extrêmement prudent."
umûzi,(cfr -zi),3,"prise d'eau, race (angl.), conduite d'eau, dérivation, chenal",n.,P571-C2,"umûzi, 3, (cfr -zi 6), prise d'eau, race (angl.), conduite d'eau, dérivation, chenal."
amâzi,,,eau,n.,P571-C2,"amâzi, 6, (cfr -zi 3, 7, 8, 11, 13), eau. Syn. amatembarubingo, amadahírwa, amagezi, amanycbwa, amarēkano, amasabano, amavcěmwa. V. aussi ibidubuguru, igógoryé, umusárará, lkiziba. Amâzi y'akazuyâzi, de leau tiède. Amâzi atimvyé de leau glacée. Ikintu c'âmâzi, un liquide. Amâzi jerijeri, de leau pure. Hăkurya yâmâzi, au-delà des mers. Ububăsha b'’âmâzi, le pouvoir de Veau. Ntā muntu n'ùmwe azôba akíguha n’âmâzi, plus personne ne te donnera de leau; (v. -vomo 5, mise au ban de la société). Kw-isí yōse ahaníni n'âmâzi, la plus grande partie de la surface terrestre est recouverte deau. || Par ext. suc; bière, boisson fermentée. Amâzi y'ibitōke, du jus de bananes. Amâzi gabo, de la bière. Amâzi abozé, de la bière fermentée. Amâzi y'ibikėre, de leau ou de la mauvaise bière, piquette, bibine. Amâzi le suc dune plante, ou de la bière (comme on dit le jus de la treille). Inzârwá nazó zărāmâzi, la bière coulait à flots. Expr. Aratûônga biracîka amâzi, il est riche comme Crésus. Birabáta ku w'âmâzi, cela leur est impossible, ils perdent pied (fig.). Amâzi yārênze ingero, il est à la mort, il est condamné. Gucá amâzi, nager. |l Liquide vaginal, sécrétion. — Kutáburá amâzi mu-nzu, il est interdit à la femme d'oublier de 571  Zl conserver un peu d'eau pour la nuit: amâzi yimâna. Si le créateur voulait cette nuit-là créer un enfant dans sa maison, il n'aurait pas d'eau et serait difforme; d'autres disent que limana risque de se brûler en passant dans la hutte: il faut donc prévoir un peu dď’eau pour apaiser ses brûlures. Prov. 356, 382-389, 391-392, 933, 1093, 1102, 1180, 1522, 1606, 1789, 1846-1847, 2181, 220i, 2243, 2472, 2480, 2514, 2651, 3045, 3180, 3359, 3439, 3741, 3763. TROUWBORST 155."
akâmâzi,,,plante non identifiée; habitat: marais.,n.,P572-C1,"akâmâzi, utwâmâzi, (cfr -zi 6), plante non identifiée; habitat: marais."
imbúramâzi,-búr-,,"endroit sans eau, désertique.",n.,P572-C1,"imbúramâzi, (-búr- manquer de, -zi 6 eau), endroit sans eau, désertique. Amaborōgo agacîka ku twămbu twîmbúramâzi, et les cris de terreur retentissent dans les gués asséchés."
