WORD,diff_status,WORD_OLD,WORD_NEW,DESCRIPTION_OLD,DESCRIPTION_NEW,POS_OLD,POS_NEW,AFFIX_OLD,AFFIX_NEW,NOUN_CLASS_OLD,NOUN_CLASS_NEW
15644,CHANGED,,intâmbuko,,marche,,n.,,,,910
15645,CHANGED,,tambukúzinó,,façon imagée de décrire une jeune fille mal élevée,,n.,,,,
15646,CHANGED,,gutâmburirâko,,finir tout,,v.,,,,
15647,CHANGED,,umutâmbutso,,enjambée,,n.,,imi-,,9|10
15664,CHANGED,,kwîtamirira,,introduire dans sa bouche,,v.,,-ye,,
15665,CHANGED,,umutamo,,fatigue,,n.,,imi-,,3l4
15666,CHANGED,,intámobwá,,couleur fauve de la robe du bétail,,n.,,-mōbwá,,3
15667,CHANGED,,igitamu,,éclat,,n.,,ibi-,,7|8
15676,CHANGED,,gutāmururira,,"éclairer, projeter ses premières lueurs (soleil). Syn. gutamanzurira.",,,,-ye,,
15677,CHANGED,,umutāmururo,,maison ou porte largement ouverte,,,,imi-,,34
15678,CHANGED,,umutāmūzo,,spatule,,,,imi-,,3|4
15684,CHANGED,,ikinyámutána,,citrouille; courge.,,n,,ibi-,,718
15685,CHANGED,,imvâmutána,,flèche,,poét.,,,,9|10
15687,CHANGED,,intátāná,,"indivisible, inséparable",,,,,,910
15712,CHANGED,,amatăndukāne,,séparation,,n.,,,,
15713,CHANGED,,itândukāniro,,distance; espace entre.,,,,,,5
15714,CHANGED,,gutândukanīshwa,,"être séparés par, à cause de",,,,-shijwe,,
15715,CHANGED,,gutândukānya,,séparer,,verb,,-nije,,
15729,CHANGED,,kwîitanga,,être prévenant,,verb,,-ze,,
15730,CHANGED,,itănga,,charpente (ď'une construction),,(sw.),,ama-,,35j6
15731,CHANGED,,igitănga,,étang,,,,ibi-,,
15736,CHANGED,,gutânganga,,,,v.,,-nze,,
15737,CHANGED,,kwîtanganiza,,,,v.,,-je,,
15738,CHANGED,,kwîyitanganiza,,,,v.,,-je,,112
15739,CHANGED,,Tanganyika,,"faire un mélange, endroit où se fait le mélange des eaux",,lac,,"-tangany-, -tanganyik-",,
15748,CHANGED,,umutangatanga,,"Le fruit, une courge amère, cuit sous la cendre et mélangé à de vache, est utilisé comme fébrifuge.",,n.,,imi-,,3|4
15749,CHANGED,,nkanátangāye,,"à plus forte raison, a fortiori.",,adv.,,,,
15750,CHANGED,,gutangāzaa,,"ce qui nous étonne, cest que cet esprit (âme) gardait les habitudes qwil avait.",,n.,,-je,,
15751,CHANGED,,kwîtangāza,,s'étonner; s'exclamer.,,v.,,-je,,
15800,CHANGED,,gutâniriza,,"se sépaier à tel endroit, à tel moment.",,,,-je,,
15802,CHANGED,,igităntamuka,,"écervelé, énergumène. Syn. ikirógorógo.",,,,ibi-,,7|8
15803,CHANGED,,intăntamuke,,,,,,,,9|10
15820,CHANGED,,gutânywa,,coin de dans langle formé par la séparation qui limite la première cour; point de rencontre de avec la haie plantée en diagonale à lintérieur de la cour.,,n.,,-nijwe,,9|10
15821,CHANGED,,gutara,,"rôtir, griller, boucaner, sécher au feu, exposer à une source de chaleur.",,v.,,-ze,,
15822,CHANGED,,kwîtara,,"faire sécher au soleil, s'étaler au soleil, prendre un bain de soleil.",,v.,,-ze,,
15823,CHANGED,,gutāra,,"aller au loin, chercher partout, rassembler des provisions.",,v.,,-ye,,
15828,CHANGED,,umutârá,,"hutte sur pilotis, élevée dans les cultures, pour écarter les cochons sauvages ou les singes. Claie élevée dans une hutte spéciale dans les cultures (on n’y habite pas) et sur laquelle les mais sont mis à sécher. || Parapluie conique fait d'écorces de bananier sous lequel s'abrite le vacher.",,n.,,imi-,,3|4
15829,CHANGED,,igitârá,,claie protégeant les jeunes plants.,,n.,,ibi-,,
15830,CHANGED,,intârá,,"province, région, contrée, territoire, pays. Partie du monde. Intâârá uboná iragōra, la région que voici n’est pas facile à gouverner.",,n.,,,,9|10
15831,CHANGED,,umunyêntârá,,"habitant, ressortissant de tel pays.",,n.,,aba-,,1|2
15868,CHANGED,,intáre,,la peau du lion,,,,,,9|10
15869,CHANGED,,Ntáre,,nom dynastique donné au souverain selon le cycle quaternaire,,nom,,,,9
15870,CHANGED,,urwănwàrwîntáre,,Bulbostylis densa (WALL.) HAND.Mazz. Syn. ubumāta.,,,,"-ăïnwa 11 poil de barbe, -táre 9 fion",,
15871,CHANGED,,Sêntáre,,"(sé 1a, maître, -târe v. précédent : on attribue au roj Ntáre Ie (1720-1760) sation de la justice), administration; gouvernement.",,n,,,,9|10
15884,CHANGED,,gutārīka,,"bondir, sauter. || Suspendre, placer haut.",,,,-tse,,
15885,CHANGED,,gutárika,,"mettre à plat, placer horizontalement en haut.",,v,,-tse,,
15886,CHANGED,,gutárika,,faire môûârir. Faire fermenter.,,verb,,-tse,,
15887,CHANGED,,kwîtarika,,"se tenir à lécart, s'asseoir à part, se désolidariser. Se percher, se placer haut.",,verb,,-tse,,9
15928,CHANGED,,intâshèànkûru,,kûru,,v.,,,,
15929,CHANGED,,gutâshanya,,"se concerter; tenir un conciliabule, un meeting; discuter sur gach",,n.,,-nije,,
15930,CHANGED,,intáshīimá,,,,v.,,-shīmá,,
15931,CHANGED,,intáshinyágara,,"intáshirwá, v. -shirwá",,v.,,-shinyágara,,
15980,CHANGED,,intavyi,,enfançon,,,,,,9110
15981,CHANGED,,gutâyāya,,"virevolter, sautiller; pirouetter",,,,-ye,,
15982,CHANGED,,igitáyegá,,v. -yegá.,,v,,-yegá,,
15993,CHANGED,,amaté,,salive,,,,,,6
15994,CHANGED,,inté,,"vainement, peine perdue.",,,,,,9
15995,CHANGED,,uruté,,crachat,,,,-té,,11
16008,CHANGED,,guteba,,"être en retard, tarder, s'attarder, être lent; s'éterniser. Différer, surseoir.",,v.,,-vye,,
16009,CHANGED,,gutebagana,,s'attarder un tout petit peu.,,v.,,-nye,,
16010,CHANGED,,gutebanwa,,concourir au tir ou au saut.,,v.,,-nywe,,
16011,CHANGED,,intébe,,"siège à quatre pieds; escabeau; fauteuil; chaise. Intébe yumwămi, le trône. Intébe y'îÎnyégamo, une chaise à dossier. Intébe y'ibigombo, siège tripode sur lequel s'assied le devin pour rendre ses augures. Fond de vase, de panier. Fond d'ustensile.",,n.,,,,9|10
16032,CHANGED,,umutēbuzi,,"Causeur agréable qui aime à plaisanter, à badiner.",,n.,,aba-,,12
16033,CHANGED,,igitēga,,esprit nocif,,n.,,ibi-,,718
16034,CHANGED,,umunyagitëga,,"maléficier, jeteur de sort.",,n.,,aba-,,1|2
16035,CHANGED,,umunyabitëga,,"jettatore, jeteur de sorts.",,n.,,aba-,,112
16036,CHANGED,,gutēga,,"ensorceler, jeter un mauvais sort.",,Parier,,-ze,,
16037,CHANGED,,igitéga,,"plaine, place libre",,,,ibi-,,7|8
16038,CHANGED,,ubutéga,,anneaux portés aux bras,,,,,,14
16039,CHANGED,,gutéga,,"tendre en prévision de; étayer; piéger, tendre un piège, dresser un piège; mettre au-devant de, encombrer. || Tourner vers, guetter, faire le guet, s'embusquer.",,n/a,,-ze,,
16056,CHANGED,,umwîteganyo,,précaution,,n.,,imy-,,34
16057,CHANGED,,umutēgatēga,,jeteur de sorts,,n.,,aba-,,1|2
16058,CHANGED,,igitēgatēga,,mauvais sort,,n.,,ibi-,,718
16059,CHANGED,,intėge,,Articulation du genou,,n.,,,,
16060,CHANGED,,umufyatàntėge,,"aplatir, tėège 10",,n.,,aba-,,12
16061,CHANGED,,gutégeka,,"commander; ordonner; donner un ordre, gouverner; porter une loi, promulguer, décréter",,n.,,-tse,,
16062,CHANGED,,kwîtegeka,,"être libre, disposer soi-même de",,v.,,-tse,,
16063,CHANGED,,gutégekana,,"se commander mutuellement; donner des ordres avec (force, bonté, etc.)",,v.,,-nye,,
16108,CHANGED,,gutégwa,,"être attendu, être guetté.",,,,-zwe,,
16109,CHANGED,,gutêka,,"cuire, faire cuire.",,,,-tse,,
16111,CHANGED,,umucâmatêká,,législateur,,,,aba-,,
16132,CHANGED,,gutêkeka,,être cuit à point.,,n.,,-tse,,
16133,CHANGED,,igitēkamateke,,Lactuca glandulifera HOOK.,,n.,,ibi-,,718
16134,CHANGED,,gutêkera,,cuire.,,v.,,-ye,,
16135,CHANGED,,gutêkera,,"attacher, lier, ficeler, emballer, empaqueter, mettre en paquet, faire ses paquets, assembler, boucler, botteler. Agahéza agatêkera zâ nyama agatāha, ensuite, il empaquète la viande et s'en va. Bayitekeramwo ităbi, on y garde le tabac. Intěre baratêkera, le moribond fut enseveli. || Charger sur un véhicule. Expr. Gutêkera amâzi mw-isáho, vouloir la lune, tenter impossible. Gutêkera amâzi mu vyătsi, battre leau ayec un bâton. Gutêkera umusurúruuu mu-ndáha, tenter Pimpossible. Ubwôba buramútēkeye, íil est saisi de frayeur. Prov. 25, 83, 84, 88, 708, 1492, 1837, 1901, 1977, 2451, 2517, 2743, 2797, 3397, 3537, 3653, 3778-3779.",,v.,,-ye,,
16140,CHANGED,,gutêkerera,,"Munir qqn de provisions de route, pourvoir de.",,v.,,-ye,,
16141,CHANGED,,ubutêkerezi,,"douceur, calme, aménité.",,n.,,,,14
16142,CHANGED,,umutêkero,,fagot.,,n.,,imi-,,314
16143,CHANGED,,igitêkero,,cuisine.,,n.,,ibi-,,7|8
16144,CHANGED,,gutêkerwa,,"être lié, être emballé. être accablé de difficultés.",,v.,,-we,,
16145,CHANGED,,gutêkēsha,,faire cuire.,,v.,,-sheje,,
16146,CHANGED,,igiteketeke,,Costus afer KER-GAWL.,,n.,,ibi-,,7|8
16147,CHANGED,,gutêkezwa,,"être invité à déménager, à faire ses paquets, être expulsé. petit tas; part. multitude, assemblement, assemblée, réunion; armée, troupe, attroupement, bande, bataillon, compagnie, légion, foule. faire un meeting, provoquer un attroupement, mobiliser Parmée. enfant désobéissant.",,v.,,-jwe,,
16160,CHANGED,,gutémagura,,couper en de nombreux morceaux; massacrer,,v.,,-ye,,
16161,CHANGED,,gutémanīsha,,courir à travers tout.,,verb,,-shije,,
16162,CHANGED,,gutémānya,,parcourir en brisant les obstacles.,,,,-nije,,
16163,CHANGED,,gutēmatēma,,être mouyant (marais « où l'on s'enfonce»). Etre spongieux.,,,,-tematēmye,,
16164,CHANGED,,umutemba,,pipe en tlerre à culot pointu.,,n,,imi-,,3|4
16165,CHANGED,,igitêmba,,liquide,,,,ibi-,,7|8
16166,CHANGED,,gutêmba,,rouler,,verb,,-vye,,
16167,CHANGED,,ingêndabútemba,,"marcher, ses possessions, ses biens), sans héritiers, sans descendance, solitaire, sans parents ni amis; délaissé.",,,,"-gend-, -têmbs'",,9j10
16205,CHANGED,,igitémēsho,,serpette,,,,ibi-,,78
16206,CHANGED,,urutemu,,espèce de haricot,,,,,,11
16207,CHANGED,,gutémuka,,être complètement || S'enfuir (voleur),,,,-tse,,
16216,CHANGED,,Bitěndenyakayaga,,v. -yaga.,,V,,-yaga,,
16217,CHANGED,,gutendera,,"pendre sur, pendre en lair, être suspendu. Syn. kujondama. Prov. 965.",,,,-ye,,
16219,CHANGED,,gutenga,,"faire avec précaution: lier, bander. Syn. kudága. Parier. Syn. gutígira.",,,,-nze,,
16261,CHANGED,,rutērana,,"maladie du bétail, teigne",,,,,,9a
16262,CHANGED,,igitěrane,,écorce de ficus assouplie et servant ďd’'habit; elle est faite de deux morceaux assemblés.,,,,ibi-,,
16263,CHANGED,,gutêranira,,Sassembler,,,,-ye,,
16272,CHANGED,,agatêranya,,cause de discorde,,n.,,,,
16273,CHANGED,,intěre,,demi-mort,,adj.,,,,
16274,CHANGED,,agatěre,,un fond de lie,,n.,,,,12
16275,CHANGED,,ubuhêmbagátěre,,moucheron,,n.,,,,14
16280,CHANGED,,gutérekera,,offrir de la bière à Poccasion d'une fête.,,,,-ye,,
16281,CHANGED,,gutérekēra,,"offrir des présents, des libations aux mânes.",,,,-reye,,
16282,CHANGED,,intérekērano,,qui concerne le culte aux esprits.,,n,,,,9110
16283,CHANGED,,gutérekereza,,"se servir de tel instrument lors du culte rendu aux esprits. Naráterekereje icúmu, f'ai offert la lance du grand-père lors du culte votif.",,,,-je,,
16292,CHANGED,,gutêrera,,,,v.,,-ye,,
16293,CHANGED,,kwîtērera,,,,v.,,-ye,,
16294,CHANGED,,gutêrēra,,,,v.,,-reye,,
16295,CHANGED,,gutêrerana,,,,n.,,-nye,,
16308,CHANGED,,ubuteriteri,,région inculte,,,,,,14
16309,CHANGED,,Teritwâri,,"territoire, canton",,,,ama-,,
16311,CHANGED,,gutéruza,,faire soulever; aider à soulever; faire transporter.,,,,-je,,
16312,CHANGED,,igitéruzi,,"robuste, fort, costaud",,adj.,,ibi-,,7|8
16313,CHANGED,,Abatērwa,,bonne famille tutsi,,n.,,,,2
16314,CHANGED,,gutêrwa,,être lancé,,v.,,-têwe,,
16315,CHANGED,,gutêshwa,,"être contrarié, être dérangé",,v.,,-shejwe,,
16320,CHANGED,,intete,,"grain, céréale; pépin",,n.,,,,
16321,CHANGED,,ubunyantete,,petits pois,,n.,,,,14
16322,CHANGED,,igitēte,,grande corbeille,,n.,,ibi-,,
16323,CHANGED,,urutēte,,"manne, grande corbeille",,v.,,in-,,
16360,CHANGED,,umutézi,,,,v.,,aba-,,1|2
16361,CHANGED,,umutêzi,,Maléficier qui jette les ibitēga q.v. V. intêzi.,,v.,,aba-,,1|2
16362,CHANGED,,imitêzi,,douleurs articulaires produites par le pian.,,n.,,,,4
16363,CHANGED,,intêzi,,"être atteint d'une maladie aux forces occultes: dysménorrhée, neurasthénie, aversion pour le mariage, etc.",,n.,,,,
16368,CHANGED,,gutezwa,,avoir le sang à la tête; avoir la migraine.,,,,-jwe,,
16369,CHANGED,,gutêzwa,,"être projeté. Gutêzwa imbere, recevoir une promotion.",,,,-jejwe,,
16370,CHANGED,,-ti,,verbe défectif introduisant une citation textuelle.,,,,,,
16376,CHANGED,,urūûti,,"hampe, bois de lance. épine dorsale, colonne vertébrale, échine. il y a une pente, une forte déclivité. être bien portant.",,,,,,11|10
16377,CHANGED,,agâti,,"Médicament, remède.",,,,,,
16379,CHANGED,,intíbo,,poudre faite de fragments de cruches pilés.,,,,,,
16408,CHANGED,,gutikiza,,"détruire, anéantir, dévaster, ravager.",,v.,,-,,
16409,CHANGED,,igitiko,,chantefable.,,adj.,,ibi-,,7|8
16410,CHANGED,,ubutîkórwa,,,,v.,,,,
16411,CHANGED,,umutíma,,esprit.,,n.,,imi-,,34
16432,CHANGED,,agatímatáre,,,,,,-táre,,
16433,CHANGED,,matímatí,,"onomatopée exprimant un bruit de chaussures, un bruit de pas : tip tap",,,,,,
16434,CHANGED,,itímatíma,,"intime de, le centre de, Fessence.",,,,,,5
16452,CHANGED,,umutimbo,,joueur de tambour,,n.,,aba-,,
16453,CHANGED,,gutimbūra,,panser une blessure,,v.,,-ye,,
16454,CHANGED,,gutimburura,,"donner un coup de; entailler, écorner",,v.,,-ye,,
16455,CHANGED,,gutimbūurwa,,"recevoir des soins, être soigné, pansé une blessure",,v.,,-we,,
16480,CHANGED,,umutintvi,,Erythrococca bongensis Pax.,,n.,,imi-,,344
16481,CHANGED,,intîinwá,,,,v.,,v.-înwá,,
16482,CHANGED,,gutînya,,"se défier de, avoir peur, craindre, redouter, s'effrayer, s'effaroucher; être timide.",,v.,,-nye,,
16483,CHANGED,,tinyabakwé,,,,v.,,-kwé,,
16556,CHANGED,,intīzo,,prêt,,prêt,,,,9|10
16557,CHANGED,,gutīzwa,,"être prêté, recevoir en prêt.",,,,-tījwe,,
16558,CHANGED,,-tó,,"petit, jeune; court. Ubwâto butó, une petite auge. Utudirísha dutó, de petites. fenêtres. Akayâbu gató, un petit chat. Amateke mató, des jeunes colocases. Imizi mitó, des radicelles. Inká ntó, une jeune vache. Háciye umwănya utari mutó, un bon moment plus tard. Icó utāzí utăbōnye ?, (devinette), qwest-ce que tu was jamais vu ni connu?; amabêre ya nyoko akíri mutó, les seins de ta mère quand elle était encore jeune fille.",,(adj.),,"-tôyá, -tôyí",,
16559,CHANGED,,-tô-tó,,"tout petit, très jeune",,adj.,,,,
16592,CHANGED,,intobérwa,,chien domestique,,,,,,9|10
16593,CHANGED,,gutobēsha,,"rendre trouble, faire troubler, troubler au moyen de.",,,,-sheje,,
16594,CHANGED,,ibitobezo,,nourriture ddun chien.,,,,imi-,,8
16595,CHANGED,,intóbo,,"olive sauvage, fruit de l'umutobótobo.",,,,,,9|10
16600,CHANGED,,kwîtōbōra,,prendre son temps,,v.,,-ye,,
16601,CHANGED,,igitóboramâna,,,,v.,,-mâna,,
16602,CHANGED,,gutóborera,,percer,,v.,,-ye,,
16603,CHANGED,,umutobótobo,,,,n.,,imi-,,314
16624,CHANGED,,intokatōke,,bière de bananes,,n.,,,,9|10
16625,CHANGED,,urutōkatōke,,"variété de canna sauvage, balisier",,n.,,,,11
16626,CHANGED,,ubutokatōke,,fibre de bananier,,n.,,,,14
16627,CHANGED,,urutoke,,doigt,,n.,,in-,,11|10
16628,CHANGED,,umupfunyàntoke,,"(-pfuny- replier, -toke 910 doigts)",,nom,,imi-,,3|4
16629,CHANGED,,amaziràntoke,,"être hostile, opposé à, exeréments, fiente, ordure.",,n,,"-zir-, -toke",,9|10
16630,CHANGED,,ubutoke,,doigts,,péj.,,,,14
16668,CHANGED,,gutôndeka,,"être aligné, mis en rang.",,v.,,-tse,,
16669,CHANGED,,gutôndekana,,marcher à la file. Faire la queue.,,v.,,-nye,,
16670,CHANGED,,gutôndērana,,"marcher à la queue leu leu. Imisózi itondêranye, chaîne de montagnes.",,,,-nye,,
16671,CHANGED,,gutônderezwa,,être ramée (piante). Syn. kurêmbezwa.,,,,-jwe,,
16689,CHANGED,,gutôngana,,"faire preuve dagressivité, se disputer, se quereller, s'entrequereller, se chamailler, se chicaner.",,verb,,-nye,,
16690,CHANGED,,intongane,,remords.,,,,,,9110
16691,CHANGED,,intongangira,,nodule au pied (suites du pian),,,,,,910
16736,CHANGED,,urutōnyanga,,"pluie fine, bruine",,,,,,11
16737,CHANGED,,gutônyanga,,"dégoutter, tomber en fines gouttelettes, bruiner.",,,,-ze,,
16738,CHANGED,,intônyangá,,"insecte non identifié, parasite des arbres et qui fait suinter la sève.",,,,,,9|10
16744,CHANGED,,gutôra,,choisir; recruter (des cadets).,,éléire,,-ye,,
16745,CHANGED,,kwîtōra,,"se bien mettre, se parer, s'habiller bien.",,verb,,-ye,,
16746,CHANGED,,gutôragura,,"ramasser çà et là, glaner.",,,,-ye,,
16747,CHANGED,,kwîtōraguza,,"provoquer, exciter par ses paroles, taquiner, importuner; chercher querelle.",,verb,,-je,,
16753,CHANGED,,gutôrera,,"trouver, ramasser en faveur de.",,v,,-ye,,9
16754,CHANGED,,kwîtōrera,,"faire tranquillement son choix, opter.",,verb,,-ye,,
16755,CHANGED,,ntôrerànkûnzi,,v. -kûnzi,,,,-kûnzi,,
16768,CHANGED,,sêgitorôgwe,,tourterelle de savane : Streptolea capicola FINscH et HARTLAMB.,,n.,,,,
16769,CHANGED,,gutóroka,,"s'échapper, s'enfuir, lever le pied (fam.).",,v.,,-tse,,
16770,CHANGED,,gutôrōōra,,ramasser; glaner.,,v.,,-ye,,
16771,CHANGED,,gutôrorokana,,se rassembler (après avoir été dispersés).,,v.,,-nye,,
16824,CHANGED,,igitovu,,7 FoRsK. Prov. 708.,,n.,,ibi-,,
16826,CHANGED,,igitovutovu,,"7|8, (cfr -tovu 7), touffe de chardons.",,n.,,ibi-,,
16827,CHANGED,,igitovyi,,"7|8, (cfr -tob-), jeune veau, jeune chien, enfant qui joue ou patauge dans leau.",,n.,,ibi-,,
16828,CHANGED,,-tôyá,,petit,,adj.,,,,
16829,CHANGED,,umutōyi,,employé en menuiserie,,n.,,,,
16830,CHANGED,,-tôyí,,petit,,adj.,,,,
16831,CHANGED,,Butôyí,,"appellatif, puîné de jumeaux",,n.,,,,
16884,CHANGED,,gutsínangwa,,"éprouver des contractions spasmodiques, sangloter.",,v.,,-nzwe,,
16885,CHANGED,,umutsinda,,"rejeton, pousse.",,n.,,imi-,,34
16886,CHANGED,,intsinda,,"miel de qualité inférieure « quon repousse, qu’on n’'achève pas».",,n.,,,,9|10
16887,CHANGED,,gutsînda,,"renverser â terre (au cours d'une rixe), jeter à terre, abattre. Triompher de qqn, assujettir, avoir le dessus, prévaloir. Bāshātse kumútsinda i Fōta, ils ont failli le tuer à Fota. Gagner un procès, vaincre, avoir raison contre, avoir gain. de cause. Nāgutsînze utávuzé nijambo na rímwe, je tai vaincu sans que tu aies prononcé une seule parole. Ntibákamutsinde mu mââso yawe, je souhaite qw'ils ne réussissent pas à le vaincre en ta présence. Tsinda wigânze !, triomphe sans conteste! || Repousser, Imvúra irabátsinda mu bitōke, ils furent surpris par la pluie dans la bananeraie. Umengo n’'ikirùndi kiranámutsînda, il paraît même que le rundi lui est fort difficile. Gutsînda umwări, pousser la farine avec la main. Gutsinda itáko ou ikibero, se carrer. Prov. 78, 537, 709, 1051, 2050-2051, 2504, 3527.",,v.,,-ze,,
16912,CHANGED,,Abatsinga,,muscle du cou,,n.,,,,9|10
16913,CHANGED,,umutsiri,,variété de bananes foncées,,n.,,imi-,,
16914,CHANGED,,igitsiri,,variété de bananes amères,,n.,,ibi-,,718
16915,CHANGED,,intsiri,,Eleusine sp. (à grains noirs),,n.,,,,9|10
16948,CHANGED,,igitsăre,,regard courroucé,,n.,,ibi-,,718
16949,CHANGED,,itu,,petit paquet de nourriture enveloppée de feuilles et ficelé,,n.,,ama-,,5|6
16950,CHANGED,,agatu,,boulette de feuilles triturées,,n.,,,,12
16951,CHANGED,,gutūubānuka,,"être réduit, diminué, amaigri.",,,,-tse,,
16960,CHANGED,,itúgu,,"Dioscorea sativa L. Igname. Par ext. une petite chose, un brimborion. Fig. N'itúgu, c'est un petit bout d'homme.",,,,ama-,,5l6
16962,CHANGED,,umutugútu,,de couleur violette,,,,,,3
16963,CHANGED,,Gitugútu,,lunaison (septembreoctobre),,,,ki-,,15a
16964,CHANGED,,intúka,,"malédiction; fatalité, destin (néfaste)",,,,,,9j10
16966,CHANGED,,kwîtuka,,"s'attirer le mépris, se déshonorer.",,,,-tse,,
16968,CHANGED,,gutúkana,,"échanger des gros motis, S'injurier, s'insulter, s'outrager. Syn. gusibana.",,v,,-nye,,
16969,CHANGED,,umutúkanyi,,insulteur,,,,aba-,,1|2
16970,CHANGED,,intúkirire,,"malédiction. Maléfice, envoûûtement.",,,,,,9|10
16984,CHANGED,,gutúkwa,,être insulté,,n.,,-tswe,,
16985,CHANGED,,gutūma,,voleter,,v.,,-mye,,
16986,CHANGED,,igitúma,,motif,,n.,,ibi-,,
16987,CHANGED,,gutúma,,envoyer,,v.,,-mye,,
16988,CHANGED,,kwîtuma,,"trouver une raison pour, se décider à, prendre Pinitiative, faire preuve d'initiative.",,,,-mye,,
16989,CHANGED,,gutúmagiza,,"faire travailler sans répit, envoyer d'Hérode à Pilate.",,,,-je,,
16990,CHANGED,,gutūmagura,,frapper à coups redoublés.,,,,-ye,,
16991,CHANGED,,gutūumagurwa,,"être frappé, rossé, être assommé.",,,,-we,,
17004,CHANGED,,gutumbagura,,regarder avec de grands yeux,,v.,,-ye,,
17005,CHANGED,,gutumbarara,,être ballonné; se ballonner,,v.,,-ye,,
17006,CHANGED,,intûmbāswá,,groseiller du Cap,,n.,,,,9|10
17007,CHANGED,,intûmbējuru,,,,v.,,-juru,,
17008,CHANGED,,gutumbeēra,,"anomalie du perfectif, marcher droit sur, porter ses pas vers, s'orienter vers, se diriger vers; mener (chemin). Inzira itumbéreye, le chemin le plus court. Frégquenter. Visiter, rendre visite. Ntiyatûmbēra ikirímba, il wosait pas se rendre à la cour auprès des grands.",,v.,,-ereye,,
17009,CHANGED,,gutumbërana,,être du même côté; être mis en regard. Syn. kwêrekerana.,,n.,,-nye,,
17010,CHANGED,,gutumbēranya,,"mettre en regard. Arranger pour faire coincider. gutumbereza, -je, (cfr -tumbēr-), arranger, accorder, orienter, viser juste, bien viser. Déterminer. Syn. kugénekereza.",,v.,,-nije,,
17011,CHANGED,,agatumberezo,,"néol., fil à plomb.",,n.,,udu-,,
17020,CHANGED,,kwîtumbura,,"porter plainte, procéder. Syn. kwîtwara.",,,,-ye,,
17022,CHANGED,,intumbutsi,,(cfr -tumbuk-),,impulsif,,,,9|10
17023,CHANGED,,igitûmbutûômbu,,entièrement nu.,,n,,ibi-,,7|8
17060,CHANGED,,gutuna,,,,v.,,-nnye,,
17061,CHANGED,,kwîtuna,,,,v.,,-nnye,,
17062,CHANGED,,Gitunagi,,position que garde celui qui fait sa cour auprès des 511 riches,,n.,,la,,
17063,CHANGED,,intunâgu,,yeux exorbités,,n.,,,,9|10
17101,CHANGED,,kwîtunga,,prendre soin de soi-même,,,,-ze,,
17102,CHANGED,,ntungabunwa,,,,,,-nwa,,
17103,CHANGED,,intûngamágára,,-gâra,,v,,-gâra,,
17144,CHANGED,,umutuno,,contrainte,,n.,,imi-,,
17145,CHANGED,,Satûntu,,,,v.,,v.-,,
17146,CHANGED,,umutûntu,,partie,,n.,,imi.,,
17147,CHANGED,,igitûntu,,poitrine,,n,,ibi-,,7i8
17152,CHANGED,,gutûntura,,"s'attrister, se ronger, être dans laffliction, être mélancolique, être affligé, ulcéré, être désolé.",,v.,,-ye,,
17153,CHANGED,,Satûntutwanje,,,,v.,,v.-ntutwanje,,
17154,CHANGED,,gutûntuza,,"désoler, chagriner, navrer, peiner, affliger, donner des soucis.",,v.,,-je,,
17155,CHANGED,,umutimu,,"œil avec une taie. Imitùnu, des yeux hagards. endroit resserré, exigu. I| Fig. Jalousie. Syn. isîndwé. ubutúnu, yeux hagards.",,n.,,imi-,,344
17184,CHANGED,,igituránya,,un homme robuste,,n.,,ibi-,,
17185,CHANGED,,gutúratura,,arriver à limproviste et faire le tour de différents enclos pour trouver du logement,,v.,,,,
17186,CHANGED,,intūrēka,,"clameur, cri, hurlement",,n.,,,,9|10
17187,CHANGED,,gutūrēka,,"vibrer, retentir; crier",,v.,,-tse,,
17220,CHANGED,,igiturumbuka,,"un imprévu, une surprise, qui arrive à un accident. Sans augment, sans compl., Kugwa giturumbuka, arriver à llimproviste, tomber du ciel (fig.).",,,,ibi-,,
17222,CHANGED,,guturumbura,,"faire surgir, débouler, faire paraître soudainement.",,verb,,-ye,,
17223,CHANGED,,guturumburwa,,"être chassé, être expulsé. Syn. guhâbwa umwoho.",,n,,-we,,9|10
17228,CHANGED,,uruturuturu,,"aube, aurore, point du jour",,n.,,,,11
17229,CHANGED,,agaturuturu,,aurore,,n.,,,,12
17230,CHANGED,,gutûrūza,,"apaiser, désarmer",,v.,,-je,,
17231,CHANGED,,intátūrwá,,impénétrable,,adj.,,,,910
17232,CHANGED,,iturwe,,épi en formation; fruit ou grain encore vert.,,n.,,ama-,,5|6
17233,CHANGED,,ităshi,,"(du belge «touche »), crayon dardoise.",,n.,,ama-,,5|6
17234,CHANGED,,intūta,,"ecchymose, boursouflure, phlyctène. Eczéma, variole, dermatose. Indwâra y'intūta, un eczéma. īIntūta zigira umushumba, seul un individu de basse condition a la peau abîmée.",,n.,,,,9|10
